,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,last_name.1,first_name.1,middle_name.1,suffix.1,nickname.1,full_name.1,birthday.1,gender.1,type.1,state.1,district.1,senate_class.1,party.1,url.1,address.1,phone.1,contact_form.1,rss_url.1,twitter.1,facebook.1,youtube.1,youtube_id.1,bioguide_id.1,thomas_id.1,opensecrets_id.1,lis_id.1,fec_ids.1,cspan_id.1,govtrack_id.1,votesmart_id.1,ballotpedia_id.1,washington_post_id.1,icpsr_id.1,wikipedia_id.1
199,Velázquez,Nydia,M.,,,Nydia M. Velázquez,1953-03-28,F,rep,NY,7.0,,Democrat,https://velazquez.house.gov,2302 Rayburn House Office Building Washington DC 20515-3207,202-225-2361,,,NydiaVelazquez,8037068318,nydiavelazquez,UCqMKPkKeeHFOOiZ9vxhXGVg,V000081,1184.0,N00001102,,H2NY00010,26160.0,400416,26975.0,Nydia Velazquez,,29378.0,Nydia Velázquez,Velázquez,Nydia,M.,,,Nydia M. Velázquez,1953-03-28,F,rep,NY,7.0,,Democrat,https://velazquez.house.gov,2302 Rayburn House Office Building Washington DC 20515-3207,202-225-2361,,,NydiaVelazquez,8037068318,nydiavelazquez,UCqMKPkKeeHFOOiZ9vxhXGVg,V000081,1184.0,N00001102,,H2NY00010,26160.0,400416,26975.0,Nydia Velazquez,,29378.0,Nydia Velázquez
200,Walberg,Tim,,,,Tim Walberg,1951-04-12,M,rep,MI,7.0,,Republican,https://walberg.house.gov,2266 Rayburn House Office Building Washington DC 20515-2207,202-225-6276,,http://walberg.house.gov/news/rss.aspx,RepWalberg,RepWalberg,RepWalberg,UChpf3_3Wn8f3qSJbsYXrhvg,W000798,1855.0,N00026368,,H4MI07103,1022844.0,412213,8618.0,Tim Walberg,,20725.0,Tim Walberg,Walberg,Tim,,,,Tim Walberg,1951-04-12,M,rep,MI,7.0,,Republican,https://walberg.house.gov,2266 Rayburn House Office Building Washington DC 20515-2207,202-225-6276,,http://walberg.house.gov/news/rss.aspx,RepWalberg,RepWalberg,RepWalberg,UChpf3_3Wn8f3qSJbsYXrhvg,W000798,1855.0,N00026368,,H4MI07103,1022844.0,412213,8618.0,Tim Walberg,,20725.0,Tim Walberg
201,Wasserman Schultz,Debbie,,,,Debbie Wasserman Schultz,1966-09-27,F,rep,FL,23.0,,Democrat,https://wassermanschultz.house.gov,1114 Longworth House Office Building Washington DC 20515-0923,202-225-7931,,http://wassermanschultz.house.gov/atom.xml,RepDWStweets,RepDWS,RepWassermanSchultz,UCfHQiJVvMlYbVAxrMSLdO4w,W000797,1777.0,N00026106,,H4FL20023,86882.0,400623,24301.0,Debbie Wasserman Schultz,,20504.0,Debbie Wasserman Schultz,Wasserman Schultz,Debbie,,,,Debbie Wasserman Schultz,1966-09-27,F,rep,FL,23.0,,Democrat,https://wassermanschultz.house.gov,1114 Longworth House Office Building Washington DC 20515-0923,202-225-7931,,http://wassermanschultz.house.gov/atom.xml,RepDWStweets,RepDWS,RepWassermanSchultz,UCfHQiJVvMlYbVAxrMSLdO4w,W000797,1777.0,N00026106,,H4FL20023,86882.0,400623,24301.0,Debbie Wasserman Schultz,,20504.0,Debbie Wasserman Schultz
202,Waters,Maxine,,,,Maxine Waters,1938-08-15,F,rep,CA,43.0,,Democrat,https://waters.house.gov,2221 Rayburn House Office Building Washington DC 20515-0543,202-225-2201,,http://waters.house.gov/news/rss.aspx,RepMaxineWaters,MaxineWaters,MaxineWaters,UCOQ2js1VYFlo74n7Ns8WsLQ,W000187,1205.0,N00006690,,H4CA23011,1953.0,400422,26759.0,Maxine Waters,,29106.0,Maxine Waters,Waters,Maxine,,,,Maxine Waters,1938-08-15,F,rep,CA,43.0,,Democrat,https://waters.house.gov,2221 Rayburn House Office Building Washington DC 20515-0543,202-225-2201,,http://waters.house.gov/news/rss.aspx,RepMaxineWaters,MaxineWaters,MaxineWaters,UCOQ2js1VYFlo74n7Ns8WsLQ,W000187,1205.0,N00006690,,H4CA23011,1953.0,400422,26759.0,Maxine Waters,,29106.0,Maxine Waters
203,Webster,Daniel,,,,Daniel Webster,1949-04-27,M,rep,FL,11.0,,Republican,https://webster.house.gov,2184 Rayburn House Office Building Washington DC 20515-0911,202-225-1002,,http://webster.house.gov/news/rss.aspx,RepWebster,RepWebster,repdanwebster,UCCoX4VdU7U11eGEA0lbRtLw,W000806,2002.0,N00026335,,"H0FL08208,S4FL00256",30504.0,412410,24302.0,Daniel Webster,,21116.0,Daniel Webster (Florida politician),Webster,Daniel,,,,Daniel Webster,1949-04-27,M,rep,FL,11.0,,Republican,https://webster.house.gov,2184 Rayburn House Office Building Washington DC 20515-0911,202-225-1002,,http://webster.house.gov/news/rss.aspx,RepWebster,RepWebster,repdanwebster,UCCoX4VdU7U11eGEA0lbRtLw,W000806,2002.0,N00026335,,"H0FL08208,S4FL00256",30504.0,412410,24302.0,Daniel Webster,,21116.0,Daniel Webster (Florida politician)
204,Welch,Peter,,,,Peter Welch,1947-05-02,M,rep,VT,0.0,,Democrat,https://welch.house.gov,2187 Rayburn House Office Building Washington DC 20515-4500,202-225-4115,,http://www.welch.house.gov/index.php?format=feed&amp;type=rss,PeterWelch,PeterWelch,reppeterwelch,UC0YfApJx6qNaAQ-ir93U8xA,W000800,1879.0,N00000515,,"H6VT00160,H8VT00034",1019990.0,412239,51272.0,Peter Welch,,20750.0,Peter Welch,Welch,Peter,,,,Peter Welch,1947-05-02,M,rep,VT,0.0,,Democrat,https://welch.house.gov,2187 Rayburn House Office Building Washington DC 20515-4500,202-225-4115,,http://www.welch.house.gov/index.php?format=feed&amp;type=rss,PeterWelch,PeterWelch,reppeterwelch,UC0YfApJx6qNaAQ-ir93U8xA,W000800,1879.0,N00000515,,"H6VT00160,H8VT00034",1019990.0,412239,51272.0,Peter Welch,,20750.0,Peter Welch
205,Wilson,Joe,G.,,,Joe Wilson,1947-07-31,M,rep,SC,2.0,,Republican,https://joewilson.house.gov,1436 Longworth House Office Building Washington DC 20515-4002,202-225-2452,,http://joewilson.house.gov/news/rss.aspx,RepJoeWilson,JoeWilson,RepJoeWilson,UC3aR1B8m7Z1uycO65yDnpCg,W000795,1688.0,N00024809,,H2SC02059,1002567.0,400433,3985.0,Joe Wilson,,20138.0,Joe Wilson (American politician),Wilson,Joe,G.,,,Joe Wilson,1947-07-31,M,rep,SC,2.0,,Republican,https://joewilson.house.gov,1436 Longworth House Office Building Washington DC 20515-4002,202-225-2452,,http://joewilson.house.gov/news/rss.aspx,RepJoeWilson,JoeWilson,RepJoeWilson,UC3aR1B8m7Z1uycO65yDnpCg,W000795,1688.0,N00024809,,H2SC02059,1002567.0,400433,3985.0,Joe Wilson,,20138.0,Joe Wilson (American politician)
206,Wilson,Frederica,S.,,,Frederica S. Wilson,1942-11-05,F,rep,FL,24.0,,Democrat,https://wilson.house.gov,2445 Rayburn House Office Building Washington DC 20515-0924,202-225-4506,,http://wilson.house.gov/common/rss//index.cfm?rss=49,RepWilson,RepWilson,repfredericawilson,UCP5QBhng_lHv-vJgE_h7lpA,W000808,2004.0,N00030650,,H0FL17068,87016.0,412412,17319.0,Frederica Wilson,,21118.0,Frederica Wilson,Wilson,Frederica,S.,,,Frederica S. Wilson,1942-11-05,F,rep,FL,24.0,,Democrat,https://wilson.house.gov,2445 Rayburn House Office Building Washington DC 20515-0924,202-225-4506,,http://wilson.house.gov/common/rss//index.cfm?rss=49,RepWilson,RepWilson,repfredericawilson,UCP5QBhng_lHv-vJgE_h7lpA,W000808,2004.0,N00030650,,H0FL17068,87016.0,412412,17319.0,Frederica Wilson,,21118.0,Frederica Wilson
207,Wittman,Robert,J.,,,Robert J. Wittman,1959-02-03,M,rep,VA,1.0,,Republican,https://wittman.house.gov,2055 Rayburn House Office Building Washington DC 20515-4601,202-225-4261,,http://www.wittman.house.gov/index.php?format=feed&amp;type=rss,RobWittman,RepRobWittman,RobWittman,UCIqIb-OaTbkIdU426eYIdPg,W000804,1886.0,N00029459,,H8VA01147,1028089.0,412255,58133.0,Robert J. Wittman,,20756.0,Rob Wittman,Wittman,Robert,J.,,,Robert J. Wittman,1959-02-03,M,rep,VA,1.0,,Republican,https://wittman.house.gov,2055 Rayburn House Office Building Washington DC 20515-4601,202-225-4261,,http://www.wittman.house.gov/index.php?format=feed&amp;type=rss,RobWittman,RepRobWittman,RobWittman,UCIqIb-OaTbkIdU426eYIdPg,W000804,1886.0,N00029459,,H8VA01147,1028089.0,412255,58133.0,Robert J. Wittman,,20756.0,Rob Wittman
208,Womack,Steve,,,,Steve Womack,1957-02-18,M,rep,AR,3.0,,Republican,https://womack.house.gov,2412 Rayburn House Office Building Washington DC 20515-0403,202-225-4301,,http://womack.house.gov/news/rss.aspx,Rep_SteveWomack,RepSteveWomack,CongressmanWomack,UCXJbUDLYX-wGIhRuN66hqZw,W000809,1991.0,N00031857,,H0AR03055,1033625.0,412402,71815.0,Steve Womack,,21108.0,Steve Womack,Womack,Steve,,,,Steve Womack,1957-02-18,M,rep,AR,3.0,,Republican,https://womack.house.gov,2412 Rayburn House Office Building Washington DC 20515-0403,202-225-4301,,http://womack.house.gov/news/rss.aspx,Rep_SteveWomack,RepSteveWomack,CongressmanWomack,UCXJbUDLYX-wGIhRuN66hqZw,W000809,1991.0,N00031857,,H0AR03055,1033625.0,412402,71815.0,Steve Womack,,21108.0,Steve Womack
209,Wyden,Ron,,,,Ron Wyden,1949-05-03,M,sen,OR,,3.0,Democrat,https://www.wyden.senate.gov,221 Dirksen Senate Office Building Washington DC 20510,202-224-5244,https://www.wyden.senate.gov/contact/,http://www.wyden.senate.gov/rss/feeds/?type=all&amp;,RonWyden,,senronwyden,UCsd3UEaoLoqX60P88BdpGGw,W000779,1247.0,N00007724,S247,"S6OR00110,H0OR03026",1962.0,300100,27036.0,Ron Wyden,,14871.0,Ron Wyden,Wyden,Ron,,,,Ron Wyden,1949-05-03,M,sen,OR,,3.0,Democrat,https://www.wyden.senate.gov,221 Dirksen Senate Office Building Washington DC 20510,202-224-5244,https://www.wyden.senate.gov/contact/,http://www.wyden.senate.gov/rss/feeds/?type=all&amp;,RonWyden,,senronwyden,UCsd3UEaoLoqX60P88BdpGGw,W000779,1247.0,N00007724,S247,"S6OR00110,H0OR03026",1962.0,300100,27036.0,Ron Wyden,,14871.0,Ron Wyden
210,Yarmuth,John,A.,,,John A. Yarmuth,1947-11-04,M,rep,KY,3.0,,Democrat,https://yarmuth.house.gov,402 Cannon House Office Building Washington DC 20515-1703,202-225-5401,,,RepJohnYarmuth,214258646163,RepJohnYarmuth,UCy5KW4yrEfEiyZRX45Eoxkg,Y000062,1853.0,N00028073,,H6KY03124,1021662.0,412211,58579.0,John Yarmuth,,20723.0,John Yarmuth,Yarmuth,John,A.,,,John A. Yarmuth,1947-11-04,M,rep,KY,3.0,,Democrat,https://yarmuth.house.gov,402 Cannon House Office Building Washington DC 20515-1703,202-225-5401,,,RepJohnYarmuth,214258646163,RepJohnYarmuth,UCy5KW4yrEfEiyZRX45Eoxkg,Y000062,1853.0,N00028073,,H6KY03124,1021662.0,412211,58579.0,John Yarmuth,,20723.0,John Yarmuth
211,Young,Todd,C.,,,Todd Young,1972-08-24,M,sen,IN,,3.0,Republican,https://www.young.senate.gov,185 Dirksen Senate Office Building Washington DC 20510,202-224-5623,https://www.young.senate.gov/contact,,SenToddYoung,SenatorToddYoung,RepToddYoung,UCuknj4PGn91gHDNAfboZEgQ,Y000064,2019.0,N00030670,S391,"H0IN09070,S6IN00191",1033743.0,412428,120345.0,Todd Young,,21133.0,Todd Young,Young,Todd,C.,,,Todd Young,1972-08-24,M,sen,IN,,3.0,Republican,https://www.young.senate.gov,185 Dirksen Senate Office Building Washington DC 20510,202-224-5623,https://www.young.senate.gov/contact,,SenToddYoung,SenatorToddYoung,RepToddYoung,UCuknj4PGn91gHDNAfboZEgQ,Y000064,2019.0,N00030670,S391,"H0IN09070,S6IN00191",1033743.0,412428,120345.0,Todd Young,,21133.0,Todd Young
212,Amodei,Mark,E.,,,Mark E. Amodei,1958-06-12,M,rep,NV,2.0,,Republican,https://amodei.house.gov,104 Cannon House Office Building Washington DC 20515-2802,202-225-6155,,http://amodei.house.gov/common/rss//?rss=49,MarkAmodeiNV2,MarkAmodeiNV2,markamodeinv2,UCjOGx2iqSn1r3BQxaVgYhYw,A000369,2090.0,N00031177,,"H2NV02395,H1NV02017,S0NV00237",62817.0,412500,12537.0,Mark Amodei,,21196.0,Mark Amodei,Amodei,Mark,E.,,,Mark E. Amodei,1958-06-12,M,rep,NV,2.0,,Republican,https://amodei.house.gov,104 Cannon House Office Building Washington DC 20515-2802,202-225-6155,,http://amodei.house.gov/common/rss//?rss=49,MarkAmodeiNV2,MarkAmodeiNV2,markamodeinv2,UCjOGx2iqSn1r3BQxaVgYhYw,A000369,2090.0,N00031177,,"H2NV02395,H1NV02017,S0NV00237",62817.0,412500,12537.0,Mark Amodei,,21196.0,Mark Amodei
213,Bonamici,Suzanne,,,,Suzanne Bonamici,1954-10-14,F,rep,OR,1.0,,Democrat,https://bonamici.house.gov,2231 Rayburn House Office Building Washington DC 20515-3701,202-225-0855,,http://bonamici.house.gov/rss.xml,RepBonamici,congresswomanbonamici,RepSuzanneBonamici,UC0IkAeEiwgzSRTD1TDSvuBw,B001278,2092.0,N00033474,,H2OR01133,63966.0,412501,59641.0,Suzanne Bonamici,,21198.0,Suzanne Bonamici,Bonamici,Suzanne,,,,Suzanne Bonamici,1954-10-14,F,rep,OR,1.0,,Democrat,https://bonamici.house.gov,2231 Rayburn House Office Building Washington DC 20515-3701,202-225-0855,,http://bonamici.house.gov/rss.xml,RepBonamici,congresswomanbonamici,RepSuzanneBonamici,UC0IkAeEiwgzSRTD1TDSvuBw,B001278,2092.0,N00033474,,H2OR01133,63966.0,412501,59641.0,Suzanne Bonamici,,21198.0,Suzanne Bonamici
214,DelBene,Suzan,K.,,,Suzan K. DelBene,1962-02-17,F,rep,WA,1.0,,Democrat,https://delbene.house.gov,2330 Rayburn House Office Building Washington DC 20515-4701,202-225-6311,,http://delbene.house.gov/rss.xml,RepDelBene,RepDelBene,,UCd00b7TpKDZIr-Ujhaktvjg,D000617,2096.0,N00030693,,H0WA08046,1033929.0,412505,126272.0,Suzan DelBene,,31101.0,Suzan DelBene,DelBene,Suzan,K.,,,Suzan K. DelBene,1962-02-17,F,rep,WA,1.0,,Democrat,https://delbene.house.gov,2330 Rayburn House Office Building Washington DC 20515-4701,202-225-6311,,http://delbene.house.gov/rss.xml,RepDelBene,RepDelBene,,UCd00b7TpKDZIr-Ujhaktvjg,D000617,2096.0,N00030693,,H0WA08046,1033929.0,412505,126272.0,Suzan DelBene,,31101.0,Suzan DelBene
215,Massie,Thomas,,,,Thomas Massie,1971-01-13,M,rep,KY,4.0,,Republican,https://massie.house.gov,2453 Rayburn House Office Building Washington DC 20515-1704,202-225-3465,,http://massie.house.gov/rss.xml,RepThomasMassie,RepThomasMassie,repthomasmassie,UCpmXOtvvXC3GE8o9VxYNK7g,M001184,2094.0,N00034041,,H2KY04121,79951.0,412503,132068.0,Thomas Massie,,31102.0,Thomas Massie,Massie,Thomas,,,,Thomas Massie,1971-01-13,M,rep,KY,4.0,,Republican,https://massie.house.gov,2453 Rayburn House Office Building Washington DC 20515-1704,202-225-3465,,http://massie.house.gov/rss.xml,RepThomasMassie,RepThomasMassie,repthomasmassie,UCpmXOtvvXC3GE8o9VxYNK7g,M001184,2094.0,N00034041,,H2KY04121,79951.0,412503,132068.0,Thomas Massie,,31102.0,Thomas Massie
216,Payne,Donald,M.,Jr.,,"Donald M. Payne, Jr.",1958-12-17,M,rep,NJ,10.0,,Democrat,https://payne.house.gov,106 Cannon House Office Building Washington DC 20515-3010,202-225-3436,,http://payne.house.gov/rss.xml,RepDonaldPayne,DonaldPayneJr,,UCTG_SeYsOgbngjv1Donyu0w,P000604,2097.0,N00034639,,H2NJ10154,65639.0,412506,90668.0,Donald Payne Jr.,,31103.0,Donald Payne Jr.,Payne,Donald,M.,Jr.,,"Donald M. Payne, Jr.",1958-12-17,M,rep,NJ,10.0,,Democrat,https://payne.house.gov,106 Cannon House Office Building Washington DC 20515-3010,202-225-3436,,http://payne.house.gov/rss.xml,RepDonaldPayne,DonaldPayneJr,,UCTG_SeYsOgbngjv1Donyu0w,P000604,2097.0,N00034639,,H2NJ10154,65639.0,412506,90668.0,Donald Payne Jr.,,31103.0,Donald Payne Jr.
217,Schatz,Brian,Emanuel,,,Brian Schatz,1972-10-20,M,sen,HI,,3.0,Democrat,https://www.schatz.senate.gov,722 Hart Senate Office Building Washington DC 20510,202-224-3934,https://www.schatz.senate.gov/contact,,SenBrianSchatz,SenBrianSchatz,senbrianschatz,UC8-mSYp2WqBiB_5iwtwKfow,S001194,2173.0,N00028138,S353,"S4HI00136,H6HI02244",87784.0,412507,17852.0,Brian E. Schatz,,41112.0,Brian Schatz,Schatz,Brian,Emanuel,,,Brian Schatz,1972-10-20,M,sen,HI,,3.0,Democrat,https://www.schatz.senate.gov,722 Hart Senate Office Building Washington DC 20510,202-224-3934,https://www.schatz.senate.gov/contact,,SenBrianSchatz,SenBrianSchatz,senbrianschatz,UC8-mSYp2WqBiB_5iwtwKfow,S001194,2173.0,N00028138,S353,"S4HI00136,H6HI02244",87784.0,412507,17852.0,Brian E. Schatz,,41112.0,Brian Schatz
218,Foster,Bill,,,,Bill Foster,1955-10-07,M,rep,IL,11.0,,Democrat,https://foster.house.gov,2366 Rayburn House Office Building Washington DC 20515-1311,202-225-3515,,http://foster.house.gov/rss.xml,RepBillFoster,CongressmanBillFoster,RepBillFoster,UCicixINQr_-3cFHI2bJzFpQ,F000454,1888.0,N00029139,,"H8IL14067,H2IL11124",1027346.0,412257,101632.0,Bill Foster,,20749.0,Bill Foster (politician),Foster,Bill,,,,Bill Foster,1955-10-07,M,rep,IL,11.0,,Democrat,https://foster.house.gov,2366 Rayburn House Office Building Washington DC 20515-1311,202-225-3515,,http://foster.house.gov/rss.xml,RepBillFoster,CongressmanBillFoster,RepBillFoster,UCicixINQr_-3cFHI2bJzFpQ,F000454,1888.0,N00029139,,"H8IL14067,H2IL11124",1027346.0,412257,101632.0,Bill Foster,,20749.0,Bill Foster (politician)
219,Titus,Dina,,,,Dina Titus,1950-05-23,F,rep,NV,1.0,,Democrat,https://titus.house.gov,2464 Rayburn House Office Building Washington DC 20515-2801,202-225-5965,,http://titus.house.gov/rss.xml,RepDinaTitus,CongresswomanTitus,CongresswomanTitus,UC_US4jNqECuMSNrB7yVCbbw,T000468,1940.0,N00030191,,H8NV03036,1021622.0,412318,2629.0,Dina Titus,,20927.0,Dina Titus,Titus,Dina,,,,Dina Titus,1950-05-23,F,rep,NV,1.0,,Democrat,https://titus.house.gov,2464 Rayburn House Office Building Washington DC 20515-2801,202-225-5965,,http://titus.house.gov/rss.xml,RepDinaTitus,CongresswomanTitus,CongresswomanTitus,UC_US4jNqECuMSNrB7yVCbbw,T000468,1940.0,N00030191,,H8NV03036,1021622.0,412318,2629.0,Dina Titus,,20927.0,Dina Titus
220,Cotton,Tom,,,,Tom Cotton,1977-05-13,M,sen,AR,,2.0,Republican,https://www.cotton.senate.gov,326 Russell Senate Office Building Washington DC 20510,202-224-2353,https://www.cotton.senate.gov/contact/contact-tom,,SenTomCotton,SenatorTomCotton,RepTomCotton,UCXEk6mokWBajIpNatbjnwSg,C001095,2098.0,N00033363,S374,"H2AR04083,S4AR00103",63928.0,412508,135651.0,Tom Cotton,,21301.0,Tom Cotton,Cotton,Tom,,,,Tom Cotton,1977-05-13,M,sen,AR,,2.0,Republican,https://www.cotton.senate.gov,326 Russell Senate Office Building Washington DC 20510,202-224-2353,https://www.cotton.senate.gov/contact/contact-tom,,SenTomCotton,SenatorTomCotton,RepTomCotton,UCXEk6mokWBajIpNatbjnwSg,C001095,2098.0,N00033363,S374,"H2AR04083,S4AR00103",63928.0,412508,135651.0,Tom Cotton,,21301.0,Tom Cotton
221,Sinema,Kyrsten,,,,Kyrsten Sinema,1976-07-12,F,sen,AZ,,1.0,Democrat,https://www.sinema.senate.gov,317 Hart Senate Office Building Washington DC 20510,202-224-4521,https://www.sinema.senate.gov/contact-kyrsten,,SenatorSinema,CongresswomanSinema,repsinema,UC4NzhW7D4lQdukSGWmFnK9w,S001191,2099.0,N00033983,S403,"H2AZ09019,S8AZ00197",68489.0,412509,28338.0,Kyrsten Sinema,,21300.0,Kyrsten Sinema,Sinema,Kyrsten,,,,Kyrsten Sinema,1976-07-12,F,sen,AZ,,1.0,Democrat,https://www.sinema.senate.gov,317 Hart Senate Office Building Washington DC 20510,202-224-4521,https://www.sinema.senate.gov/contact-kyrsten,,SenatorSinema,CongresswomanSinema,repsinema,UC4NzhW7D4lQdukSGWmFnK9w,S001191,2099.0,N00033983,S403,"H2AZ09019,S8AZ00197",68489.0,412509,28338.0,Kyrsten Sinema,,21300.0,Kyrsten Sinema
222,LaMalfa,Doug,,,,Doug LaMalfa,1960-07-02,M,rep,CA,1.0,,Republican,https://lamalfa.house.gov,408 Cannon House Office Building Washington DC 20515-0501,202-225-3076,,http://lamalfa.house.gov/rss.xml,RepLaMalfa,RepLaMalfa,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw,L000578,2100.0,N00033987,,"H2CA02142,H2CA01144",68493.0,412510,29713.0,Doug LaMalfa,,21302.0,Doug LaMalfa,LaMalfa,Doug,,,,Doug LaMalfa,1960-07-02,M,rep,CA,1.0,,Republican,https://lamalfa.house.gov,408 Cannon House Office Building Washington DC 20515-0501,202-225-3076,,http://lamalfa.house.gov/rss.xml,RepLaMalfa,RepLaMalfa,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw,L000578,2100.0,N00033987,,"H2CA02142,H2CA01144",68493.0,412510,29713.0,Doug LaMalfa,,21302.0,Doug LaMalfa
223,Huffman,Jared,,,,Jared Huffman,1964-02-18,M,rep,CA,2.0,,Democrat,https://huffman.house.gov,1527 Longworth House Office Building Washington DC 20515-0502,202-225-5161,,http://huffman.house.gov/rss.xml,RepHuffman,RepHuffman,rephuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,H001068,2101.0,N00033030,,H2CA06259,622431.0,412511,59849.0,Jared Huffman,,21303.0,Jared Huffman,Huffman,Jared,,,,Jared Huffman,1964-02-18,M,rep,CA,2.0,,Democrat,https://huffman.house.gov,1527 Longworth House Office Building Washington DC 20515-0502,202-225-5161,,http://huffman.house.gov/rss.xml,RepHuffman,RepHuffman,rephuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,H001068,2101.0,N00033030,,H2CA06259,622431.0,412511,59849.0,Jared Huffman,,21303.0,Jared Huffman
224,Bera,Ami,,,,Ami Bera,1965-03-02,M,rep,CA,7.0,,Democrat,https://bera.house.gov,172 Cannon House Office Building Washington DC 20515-0507,202-225-5716,,http://bera.house.gov/rss.xml,RepBera,RepAmiBera,repamibera,UClJCTCo53Zk6b4kUL-bbdzg,B001287,2102.0,N00030717,,H0CA03078,1033636.0,412512,120030.0,Ami Bera,,21304.0,Ami Bera,Bera,Ami,,,,Ami Bera,1965-03-02,M,rep,CA,7.0,,Democrat,https://bera.house.gov,172 Cannon House Office Building Washington DC 20515-0507,202-225-5716,,http://bera.house.gov/rss.xml,RepBera,RepAmiBera,repamibera,UClJCTCo53Zk6b4kUL-bbdzg,B001287,2102.0,N00030717,,H0CA03078,1033636.0,412512,120030.0,Ami Bera,,21304.0,Ami Bera
225,Swalwell,Eric,,,,Eric Swalwell,1980-11-16,M,rep,CA,15.0,,Democrat,https://swalwell.house.gov,174 Cannon House Office Building Washington DC 20515-0515,202-225-5065,,,RepSwalwell,CongressmanEricSwalwell,ericswalwell,UCKvwsFNGD4sDkE_9g-2ft0w,S001193,2104.0,N00033508,,H2CA15094,79729.0,412514,129529.0,Eric Swalwell,,21306.0,Eric Swalwell,Swalwell,Eric,,,,Eric Swalwell,1980-11-16,M,rep,CA,15.0,,Democrat,https://swalwell.house.gov,174 Cannon House Office Building Washington DC 20515-0515,202-225-5065,,,RepSwalwell,CongressmanEricSwalwell,ericswalwell,UCKvwsFNGD4sDkE_9g-2ft0w,S001193,2104.0,N00033508,,H2CA15094,79729.0,412514,129529.0,Eric Swalwell,,21306.0,Eric Swalwell
226,Brownley,Julia,,,,Julia Brownley,1952-08-28,F,rep,CA,26.0,,Democrat,https://juliabrownley.house.gov,2262 Rayburn House Office Building Washington DC 20515-0526,202-225-5811,,http://juliabrownley.house.gov/rss.xml,RepBrownley,RepJuliaBrownley,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A,B001285,2106.0,N00034254,,H2CA00120,79783.0,412516,59904.0,Julia Brownley,,21308.0,Julia Brownley,Brownley,Julia,,,,Julia Brownley,1952-08-28,F,rep,CA,26.0,,Democrat,https://juliabrownley.house.gov,2262 Rayburn House Office Building Washington DC 20515-0526,202-225-5811,,http://juliabrownley.house.gov/rss.xml,RepBrownley,RepJuliaBrownley,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A,B001285,2106.0,N00034254,,H2CA00120,79783.0,412516,59904.0,Julia Brownley,,21308.0,Julia Brownley
227,Cárdenas,Tony,,,,Tony Cárdenas,1963-03-31,M,rep,CA,29.0,,Democrat,https://cardenas.house.gov,2438 Rayburn House Office Building Washington DC 20515-0529,202-225-6131,,http://cardenas.house.gov/rss.xml,RepCardenas,repcardenas,repcardenas,UCm6ug1-yvYGL0F6DvYxfFBA,C001097,2107.0,N00033373,,H2CA28113,63934.0,412517,9754.0,Tony Cardenas,,21309.0,Tony Cárdenas,Cárdenas,Tony,,,,Tony Cárdenas,1963-03-31,M,rep,CA,29.0,,Democrat,https://cardenas.house.gov,2438 Rayburn House Office Building Washington DC 20515-0529,202-225-6131,,http://cardenas.house.gov/rss.xml,RepCardenas,repcardenas,repcardenas,UCm6ug1-yvYGL0F6DvYxfFBA,C001097,2107.0,N00033373,,H2CA28113,63934.0,412517,9754.0,Tony Cardenas,,21309.0,Tony Cárdenas
228,Ruiz,Raul,,,,Raul Ruiz,1972-08-25,M,rep,CA,36.0,,Democrat,https://ruiz.house.gov,2342 Rayburn House Office Building Washington DC 20515-0536,202-225-5330,,http://ruiz.house.gov/rss.xml,RepRaulRuizMD,CongressmanRaulRuizMD,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw,R000599,2109.0,N00033510,,H2CA36439,79727.0,412519,136407.0,Raul Ruiz,,21311.0,Raul Ruiz (politician),Ruiz,Raul,,,,Raul Ruiz,1972-08-25,M,rep,CA,36.0,,Democrat,https://ruiz.house.gov,2342 Rayburn House Office Building Washington DC 20515-0536,202-225-5330,,http://ruiz.house.gov/rss.xml,RepRaulRuizMD,CongressmanRaulRuizMD,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw,R000599,2109.0,N00033510,,H2CA36439,79727.0,412519,136407.0,Raul Ruiz,,21311.0,Raul Ruiz (politician)
